username,date,tweet,hashtags,link
FormOfGood,3/30/2022 16:59,"@NiteniteMelissa @TrumpismAgainst Read the @nytimes article just out. It gives a statistic that Pfizer was 30% effective against Omicron while Moderna was 11%. It also states that, possibly, continued exposure to same vaccine in booster form will dilute the efficacy. As triple vaxxed Moderna, think Pfizer next.",[],https://twitter.com/FormOfGood/status/1509183471880577036
ccmcrowhurst,3/30/2022 16:58,"Shiiii girl amen, especially with epileptic side effects occurring from Pfizer’s vaccines. I mean not everyone has a mystical fairy god mother disguised as Dolly P whom funded our tried and true Moderna vaccine…",[],https://twitter.com/ccmcrowhurst/status/1509183377928192003
LenaLC64,3/30/2022 16:57,"@DocAmine_ Non vaccinée, jamais infectée, je regarde les doubles et triples vaccinés tomber comme des mouches autour de moi. Idem pour mes enfants ados. McKinsey et Pfizer, c’était un pacte de corruption, pas une gestion sanitaire.",[],https://twitter.com/LenaLC64/status/1509182923043446784
AmbroisePELPEL,3/30/2022 16:56,@JeanPaulLarivee @PconservateurQc Si vous regardez le libellé officiel de Pfizer les effets secondaires les plus attendus vont de qqs minutes (choc anaphylactique) a qqs jours (myocardite péricardite) mais avec ce délais c compilé comme non vacciné au Québec.,[],https://twitter.com/AmbroisePELPEL/status/1509182874133663748
beyonDome,3/30/2022 16:56,bioweapon.. fauci.. pandemic.. vaccine.. pfizer.. crime against humanity..  https://t.co/7ju9rTdGSS,[],https://twitter.com/beyonDome/status/1509182727362420737
Michaelture_,3/30/2022 16:56,"@Hellcathhh The illegal mandates that were made are being challenged.  The FDA admits the Pfizer vaccine is bad for your health.  The narrative is falling apart, you can live your life now.  Why would you complain about illegal mandates being removed? Odd.  https://t.co/7rQfcgjiUk",[],https://twitter.com/Michaelture_/status/1509182696731283456
lyricsplug,3/30/2022 16:55,"Remove Cyril Ramaphosa #voteofnoconfidence #NoConfidenceMotion  Public Protector Suspended 🚩😳 Pfizer Side effect are factual. PFIZER LIED, PEOPLE DIED  Cyril Ramaphosa is still pushinh the Vaccines. Remove this money loving THUG 😳🚩🚩🚩🚮 #NoAmendmentOfThHealthAct","['voteofnoconfidence', 'noconfidencemotion', 'noamendmentofthhealthact']",https://twitter.com/lyricsplug/status/1509182652196302855
JaneMontessori,3/30/2022 16:55,"Pfizer planning to submit data on 4th Covid shot soon, while working on vaccine for all variants ⁦@StephMillerShow⁩   https://t.co/hi7YOZX0Pd",[],https://twitter.com/JaneMontessori/status/1509182419080986627
paulew614,3/30/2022 16:54,"@CatmanderBiden Willow, I called in to WNYC and asked a question for Dr. Daniel Griffiths in the Brian Lehrer show. He answered my question about if you had 3 of one brand vaccine, can you switch to another brand for the 4th shot or 2nd booster? The answer is Yes, if you had Pfizer. Get Maderna.",[],https://twitter.com/paulew614/status/1509182307424514050
talladegagrl,3/30/2022 16:53,@bkives @LaurenPelley Do we know if Pfizer or Moderna are tweaking the vaccine to deal with the virus mutations? The vaccine was created for Alpha and Delta and worked very well for them. Not so much for Omicron.,[],https://twitter.com/talladegagrl/status/1509182126809391106
bookwormchick99,3/30/2022 16:52,@BrentPiaskoski Yes if you are some one who doesn’t get adverse reaction to vaccines ! The only one that knocked me out for a day was my second dose which was moderna ! Others were pfizer ! I got flu shots for 12 years no issues,[],https://twitter.com/bookwormchick99/status/1509181824727089153
WolfgangKoehle4,3/30/2022 16:52,"The German vaccine manufacturer BioNTech (=Pfizer „supplier“) generated a net profit of 10.3 billion euros last year. Sales amounted to just under 19 billion euros, thank you China‼️😵‍💫  https://t.co/pLEZOELQJR #news #pharmalobby 👏🏽👏🏽👏🏽😵‍💫🥳🤔🤩👂🏿","['news', 'pharmalobby']",https://twitter.com/WolfgangKoehle4/status/1509181694254927873
ShellyBellyPBJ,3/30/2022 16:50,@bruce78889730 @RetroCrone A second booster dose of the Pfizer-BioNTech COVID-19 Vaccine or Moderna COVID-19 Vaccine may be administered to individuals 50 years of age and older at least 4 months after receipt of a first booster dose of any authorized or approved COVID-19 vaccine.1 day ago,[],https://twitter.com/ShellyBellyPBJ/status/1509181364188319751
NewsAlternative,3/30/2022 16:49,FDA in their virtual meeting: “we were falsely mislead by (Pfizer) about the safety of the vaccine…”  https://t.co/FcnrB0VXQC,[],https://twitter.com/NewsAlternative/status/1509180910645571584
shartstorm8d8,3/30/2022 16:48,Heart MRI Findings Persistent Months After Myocarditis From Pfizer Vaccine - DrBeen Medical Lectures   https://t.co/bCfWP3ygtb,[],https://twitter.com/shartstorm8d8/status/1509180861052121094
KoniStone1,3/30/2022 16:48,Get one of each!  Data that shows what has been suspected about the Moderna and Pfizer vaccines.,[],https://twitter.com/KoniStone1/status/1509180855389929474
AHS_CentralZone,3/30/2022 16:48,"Pediatric COVID-19 Pfizer vaccine appts. are available for children 5-11 at #ThreeHills Health Centre on April 1, 12:50 p.m. to 4 p.m. Parents and guardians can book through the Alberta Vaccine Booking System  https://t.co/JY25R54R9l or call 811. Info:  https://t.co/F0LpuG8bJq.  https://t.co/gkpvRQMyUQ",['threehills'],https://twitter.com/AHS_CentralZone/status/1509180665572384771
DurbanCharo,3/30/2022 16:48,@psychoticdream1 @glenda546 @sonjet81 @drsimonegold It does much more than that and there's no long term data to understand the long term effects of it. What are you thoughts on Pfizer rigging their vaccine trial to prove 95% vaccine efficacy?,[],https://twitter.com/DurbanCharo/status/1509180656034750468
Alexander_Tin,3/30/2022 16:46,"@BioNTech_Group's Dr. Özlem Türeci said of the fourth COVID-19 dose submission with @pfizer:  ""For certain populations, a fourth dose of BNT162b2 may be beneficial, as long as an Omicron-adapted vaccine is not available""   https://t.co/CG9oW2Syzm  https://t.co/18d3ngJazX",[],https://twitter.com/Alexander_Tin/status/1509180180761391108
Hi_Tsuda,3/30/2022 16:46,The truth  1. The new coronavirus was created based on the fantasy of scientists and does not exist as substances.  2. There is no meaning in getting a positive or negative PCR test results. 3. Pfizer and Moderna mRNA vaccines are toxic substances disguised as vaccines.  #COVID19,['covid19'],https://twitter.com/Hi_Tsuda/status/1509180176172666881
KansasAAP,3/30/2022 16:46,"FDA Authorizes Second Booster Dose Of Pfizer-BioNTech, Moderna COVID-19 Vaccines For Certain Adolescents, Adults   https://t.co/MCu38o1tUy",[],https://twitter.com/KansasAAP/status/1509180159399768067
BU6ENHA6EN,3/30/2022 16:45,"@maxfawcett Readers should be aware that when Max states MEPs critical of COVID19 vaccines are ""completely wrong"" and cites a Reuters ""fact check"", he neglects that James Smith, President, Chief Executive Officer and Director of Reuters is also the Pfizer Director amongst other positions.",[],https://twitter.com/BU6ENHA6EN/status/1509179912137158658
kinlochleven7,3/30/2022 16:44,People jabbed with PLACEBOS during vaccine trials will have same privileges as those who are ‘fully’ vaxxed says Vaccines Minister Nadhim Zahawi  Vaccine Passports were a fraud...they didn't slow the spread.  They were discriminatory &amp; just showed who was in the trials   #Pfizer,['pfizer'],https://twitter.com/kinlochleven7/status/1509179682985492484
Castdeath97,3/30/2022 16:43,@whippletom The way they sat on the approval for the Fosun licensed Pfizer vaccine makes me want to tear my face off. So baffling …,[],https://twitter.com/Castdeath97/status/1509179635451445248
LouisJames3rd,3/30/2022 16:43,"@nippletattoos The Pfizer/FDA court ordered release of documents, makes me seriously question why anyone would be taking this ‘vaccine’ which is now admitted to be experimental gene therapy. Which 95% of polled explained they would not participate in. ‘Emergency use approval’ for babies...",[],https://twitter.com/LouisJames3rd/status/1509179515603406852
backtolife_2022,3/30/2022 16:43,Pfizer CEO Albert Bourla about what it was like to develop a COVID-19 vaccine in record time  https://t.co/bqcnsSM3lO,[],https://twitter.com/backtolife_2022/status/1509179508854870030
The12fthOfNever,3/30/2022 16:42,"Antibody levels by Pfizer’s or Moderna’s vaccine tended to wane substantially over 6 months. Antibody levels from J&amp;J were stable or even increased. After the Novavax jab, levels of CD8+ T cells, which destroy infected cells, were low to undetectable.  https://t.co/fy0IfJ0ejh",[],https://twitter.com/The12fthOfNever/status/1509179232705912835
BonfaceNyangla,3/30/2022 16:41,"The nearly 17 million Americans who received the one-shot  Johnson &amp; Johnson COVID-19 vaccine are less protected against serious illness and hospitalizations than those who got the @pfizer-@BioNTech_Group and @moderna_tx shots,according to Federal data.  https://t.co/Cypovryuqr",[],https://twitter.com/BonfaceNyangla/status/1509178935799599114
GcisJoburg,3/30/2022 16:40,"Did you get a J&amp;J Jab?   You can now get 2 vaccine booster doses. 1st booster dose 60 days after your 1st Jab. 2nd booster dose 90 days after your 1st booster dose.  For your booster doses, you can choose whether you would like to have J&amp;J or Pfizer vaccine #VaccineRolloutSA  https://t.co/STjYsjgM5T",['vaccinerolloutsa'],https://twitter.com/GcisJoburg/status/1509178634355060740
PatrickWingren,3/30/2022 16:38,@VABVOX Finland here. I've gotten three vaccine shots (Pfizer) and tested positive for covid last Friday. It has felt more or less like an ordinary seasonal flu. I don't dare to think what it would have been like without vaccines.,[],https://twitter.com/PatrickWingren/status/1509178354469113860
blockchainghost,3/30/2022 16:38,Will Pfizer ever let it's servants at the FDA approve Novavax COVID vaccine?,[],https://twitter.com/blockchainghost/status/1509178247304691713
jenn_summers01,3/30/2022 16:38,“U.S. regulators have authorized a fourth dose of Pfizer-BioNTech's COVID-19 vaccine for Americans 50 and older.”  https://t.co/DX4ypbZPTz,[],https://twitter.com/jenn_summers01/status/1509178202744315915
YahooNews,3/30/2022 16:36,"The nearly 17 million Americans who received the one-shot Johnson &amp; Johnson coronavirus vaccine are less protected against serious illness and hospitalizations than those who got the Pfizer-BioNTech and Moderna shots, according to federal data.  https://t.co/uV0NuAZiOM",[],https://twitter.com/YahooNews/status/1509177836669710353
DeviantTruMasta,3/30/2022 16:35, https://t.co/nkUFhM6amx  The Food and Drug Administration on Tuesday authorized an extra dose of the Pfizer or Moderna vaccine for that age group and for certain younger people with se...,[],https://twitter.com/DeviantTruMasta/status/1509177544746184707
dandelionOU812,3/30/2022 16:33,"@nytimes Pfizer and Moderna are rushed to the front of the line. Meanwhile, @US_FDA is still slow-walking @Novavax which could end vaccine hesitancy and give an option for those of us with health issues who can't take the current offerings.",[],https://twitter.com/dandelionOU812/status/1509176911188045831
drg790,3/30/2022 16:32,"@ThisWeekABC Will this include the facts that the Johnson &amp; Johnson vaccine has been proven to be weaker and less effective than the Moderna and Pfizer shots? Will J&amp;J be fined for their incompetence? Of course, Dr Fauci and Joe Biden did endorse them without proper testing!",[],https://twitter.com/drg790/status/1509176839603949575
dinaverace,3/30/2022 16:32,@DanaHolmes911 @DrEricDing Moderna vaccine is likely to induce a better (more protective) immune response.  But @DrEricDing makes the good point that receiving a dose of Moderna and a dose of Pfizer might be better than receiving two doses of the same.,[],https://twitter.com/dinaverace/status/1509176809023189003
Nutts4U,3/30/2022 16:31,"@TK_HelpDesk I have read the entry requirements but it’s doesn’t mention if the vaccine certificate have an expiry date. Therefore, is my Pfizer certificate still valid after 1 year?",[],https://twitter.com/Nutts4U/status/1509176540348747786
ArkansasACEP,3/30/2022 16:31,"FDA Authorizes Second Booster Dose Of Pfizer-BioNTech, Moderna COVID-19 Vaccines For Older Adults.   https://t.co/CsJA78BeCV",[],https://twitter.com/ArkansasACEP/status/1509176532077527044
NewBridgeMedCtr,3/30/2022 16:31,"The FDA has authorized a 4th dose of the Pfizer or Moderna COVID vaccines to those 50+ at least 4 months after their previous booster.   Bergen New Bridge Vaccination Center, open Wed &amp; Thurs, 7am-3pm.   https://t.co/JxAHEbhLxL  #COVID2ndBooster @NJDeptofHealth @bergencountynj  https://t.co/gVyHbdeq2f",['covid2ndbooster'],https://twitter.com/NewBridgeMedCtr/status/1509176445440086017
chops4595,3/30/2022 16:30,@HealthZA '' Heart attack are 71x higher in Pfizer vaccine than any other vaccine'',[],https://twitter.com/chops4595/status/1509176284512927757
Joe_D_EssexExec,3/30/2022 16:30,"The CDC has authorized that individuals ages 50 and older who received the Pfizer or Moderna vaccine are eligible to receive a 2nd booster shot, essentially a 4th dose. The 4th shots are now available at our vaccine sites. Appointments at  https://t.co/RvP2Ohzi3z or 973-877-8456.",[],https://twitter.com/Joe_D_EssexExec/status/1509176172227276803
Law360,3/30/2022 16:30,The U.S. Food and Drug Administration is greenlighting a second booster dose of the Pfizer-BioNTech and Moderna vaccines for certain populations.  https://t.co/tdyZs9Y5LR  https://t.co/ejlFlNtRtR,[],https://twitter.com/Law360/status/1509176134692446214
Matthew_16_16,3/30/2022 16:30,"@PBS @NewsHour How about you, @CBSNews @NBCNews @ABC stop steering the narrative between Pfizer, Moderna, &amp; J&amp;J, and start reporting on why the @US_FDA is dragging its heels so slowly on @Novavax approval? Canada, UK, NZ, Australia, India, &amp; @WHO have ALL approved this vaccine! Tell THIS story.",[],https://twitter.com/Matthew_16_16/status/1509176121035796480
Nandime,3/30/2022 16:29,"@LadyVelvet_HFQ I had four jabs! Two of the Sinopharms and two of Pfizer’s! If the vaccines don’t protect, you have to die either ways 😂 If it does ‘Better be Safe than be Sorry’ 😊",[],https://twitter.com/Nandime/status/1509175914013282306
Mainesunshine13,3/30/2022 16:29,"@nirav_mainecdc @pfizer @moderna_tx Well, maybe they'd be available to those who are eligible if we hadn't closed down vaccine clinics",[],https://twitter.com/Mainesunshine13/status/1509175900654473217
Katmrs45,3/30/2022 16:28,"Recently released #Pfizer #document shows #mRNA #COVID-19 #vaccine can #cause 1,291 different #adverseevents  https://t.co/975udYQocT   https://t.co/FaBKHyyfkw","['pfizer', 'document', 'mrna', 'covid', 'vaccine', 'cause', 'adverseevents']",https://twitter.com/Katmrs45/status/1509175746857783296
Pharmakeia,3/30/2022 16:27,Who can get a second Pfizer or Moderna COVID-19 vaccine booster? Here's what you should know. - USA TODAY  https://t.co/ci9vicH8tO  https://t.co/K1MGLeQ92P,[],https://twitter.com/Pharmakeia/status/1509175521837346817
Jonas73367664,3/30/2022 16:26,@ArtysHouse @Will4humanity @seancondev Either you work for Pfizer or something like that or you just need a vaccine injury to hit you in the face to make you realize that this thing is harmful in many peopleIll trust Malone and McCullough before fauchi and Tam any day . You should too .,[],https://twitter.com/Jonas73367664/status/1509175203770810370
cromwell_meg,3/30/2022 16:25,"Who can get a second Pfizer or Moderna COVID-19 vaccine booster? Here's what you should know.  https://t.co/9jvz4A8Hf0 via @usatoday Israel farts, US follows. Huge division in COVID 19 vaccines, most think it was ""created"", by people who wins all the time due to sustained wealth.",[],https://twitter.com/cromwell_meg/status/1509174952548782081
ShellNoel34,3/30/2022 16:24,@BeTrueVoteBlue1 I'm just glad that Pfizer is working on a vaccine that will last longer. It will be nice to get one shot once a yr then the twice a yr dose.,[],https://twitter.com/ShellNoel34/status/1509174812148740102
